Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,Previousreading,CurrentReading,LastDate,CurrentDate,AddlCharges,TotalAmount,NewAmount,ACDAmount,ArrearAmount,EnergyCharge,FixedCharge,CustCharge,Adjustment,other,scno,name,eroarea,unit
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Bandapally,GP,279576,16681870,1363,1507,15-10-2022,18-11-2022,150,1614,3752,490,2138,1271.6,70,105,0,167.4,10134-00250,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,144
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Kundanpalle,GP,213380,16681871,1104,1107,17-10-2022,15-11-2022,0,183,487,422,304,65,60,50,0,8,10131-00478,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,3
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Empaid,GP,213373,16681868,1030,1065,21-10-2022,19-11-2022,0,358,358,0,0,245,60,50,0,3,10129-00461,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,35
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Tekumatla,GP,213389,16615222,45,52,19-10-2022,23-11-2022,0,175,545,0,370,65,60,50,0,0,10126-01766,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,7
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ashireddipalle,GP,213365,16628719,769,810,20-10-2022,23-11-2022,0,400,1418,0,1018,287,60,50,0,3,10170-00013,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,41
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Pangidipalle,GP,213384,16615223,1005,1007,20-10-2022,13-11-2022,25,201,1647,0,1446,65,60,50,0,26,10115-00583,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Velchal,GP,213391,16615224,865,978,21-10-2022,18-11-2022,0,1175,1471,0,296,992.7,70,105,0,7.3,10125-00738,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,113
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Dwarakapet,GP,213372,16664096,1188,1250,17-10-2022,14-11-2022,150,842,3331,0,2489,527,70,90,0,155,10133-00383,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,62
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Bornapalle,GP,213367,16664097,1600,1622,12-10-2022,13-11-2022,25,292,3944,0,3652,154,60,50,0,28,10112-00304,TELANGANA FIBERGRID N CORPORAT,BHOOPALPALLY,22
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Raghavapur,GP,213385,16687519,500,500,17-10-2022,18-11-2022,0,176,553,0,377,65,60,50,0,1,10110-00636,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Giddemutharam,GP,213375,16699573,472,473,22-10-2022,20-11-2022,0,204,702,1838,498,65,60,50,0,29,10104-00627,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,1
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Kalvapally,GP,278031,16699574,840,906,21-10-2022,23-11-2022,0,740,1510,922,770,561,70,90,0,19,10103-00236,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,66
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Peddampally,GP,279572,16681866,585,591,20-10-2022,18-11-2022,0,183,214,422,31,65,60,50,0,8,10138-00106,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,6
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ramakishthapur(T),GP,213386,16605530,1299,1320,19-10-2022,23-11-2022,184.49,444,13817,0,13373,147,60,50,0,187,10114-00779,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,21
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Ankushapur,GP,213364,16601369,1458,1520,12-10-2022,18-11-2022,150,842,8639,0,7797,527,70,90,0,155,10124-00667,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,62
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Somanapelli,GP,281985,16601368,111,111,12-10-2022,18-11-2022,0,175,525,0,350,65,60,50,0,0,10123-00666,TELANGANA FIBER GRID CORPORAT,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Tekumatla,Subbakkapalle,GP,213388,16615225,895,950,13-10-2022,18-11-2022,150,649,2953,0,2304,385,60,50,0,154,10135-00505,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,55
Package-B,Warangal,Mulugu,Kannaigudem,KANTHANAPALLE,GP,279531, 16834569ApplicationRejected,34,34,07-10-2022,04-11-2022,25,200,400,0,200,65,60,50,0,25,13806-03087,Telengana fibre grid corporati,RAGHUNATHAPALLY,0
Package-B,Warangal,Warangal Rural,Nallabelli,SHANIGARAM,GP,213893,16495657,1298,1403,10-09-2022,15-11-2022,0,1002,1002,1335,0,735,120,100,0,47,11813-00552,TELANGANA FIBER GRID CORPORATI,NARSAMPET,105
Package-B,Warangal,Warangal Rural,Nallabelli,BAJJU THANDA,GP,278049,16551515,446,510,15-10-2022,11-11-2022,0,708,912,0,204,544,70,90,0,4,11826-00173,TELANGANA FIBER GRID CORPORATI,NARSAMPET,64
Package-B,Warangal,Warangal Rural,Nallabelli,GUNDLAPAHAD,GP,213878,16551516,960,1020,14-09-2022,12-11-2022,300,945,945,0,0,420,120,100,0,305,11815-00548,TELANGANA FIBER GRID CORPORATI,NARSAMPET,60
Package-B,Warangal,Mulugu,Eturnagaram,SHAPALLE,GP,213491,16742507,395,406,08-10-2022,07-11-2022,25,213,1277,0,1064,77,60,50,0,26,11116-00199,TELANGANA FIBERGRID CORPORATIO,ETURNAGARAM,11
Package-B,Warangal,Mulugu,Eturnagaram,SHANKARAJPALLE,GP,213490,16739231,1130,1187,04-10-2022,07-11-2022,150,799,10044,0,9245,484.5,70,90,0,154.5,11110-00683,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,57
Package-B,Warangal,Mulugu,Eturnagaram,MULLAKATTA,GP,213484,16739230,140,170,13-10-2022,07-11-2022,0,322,376,0,54,210,60,50,0,2,11109-00106,TELANGANA FIBER GRID CORPORAT,ETURNAGARAM,30
Package-B,Warangal,Mulugu,Eturnagaram,ETURNAGARAM,GP,213480,16710391,97,120,12-10-2022,13-11-2022,25,297,738,0,441,161,60,50,0,26,11101-04168,TELANGANA FIBER GRID CORPORATI,ETURNAGARAM,23
Package-B,Warangal,Jangaon,Ghanpur(Stn),AYYAVARI GUDEM,GP,279170,16944523,122,161,20-10-2022,16-11-2022,150,535,1797,0,1262,273,60,50,0,152,13822-00131,Telangana Fiber Grid Corporati,RAGHUNATHAPALLY,39
Package-B,Warangal,Jangaon,Ghanpur(Stn),MEEDIKONDA,GP,213542,16699954,401,470,12-10-2022,19-11-2022,0,751,751,0,0,586.5,70,90,0,4.5,12707-01661,TS FIBER GRID CORPORATION LTD,GHANPUR,69
Package-C,KARIMNAGAR,JAGITYAL,KODIMIAL,KODIMIAL,Mandal,5021,16946622,67,80,20-10-2022,17-11-2022,25,347,915,0,568,91,180,50,0,26,22403-04044,TELANGANA FIBER GRID CORPORATI,MALLIAL,13
Package-B,Warangal,Jangaon,Ghanpur(Stn),NAMILIGONDA,GP,213543,16617209,664,690,13-10-2022,18-11-2022,0,315,296,198,-19,200,60,50,0,5,12703-01692,TELANGANA FIBER GRID CORPORATI,GHANPUR,26
Package-B,Warangal,Jangaon,Ghanpur(Stn),PAMNOOR,GP,213546,16617171,1037,1200,16-09-2022,16-11-2022,0,1768,1768,1668,0,1385.5,140,180,0,62.5,12702-01205,TELANGANA FIBER GRID CORPORATI,GHANPUR,163
Package-B,Warangal,Jangaon,Jangaon,YELLAMULA,GP,213647,16737808,68,68,19-10-2022,18-11-2022,0,175,350,0,175,65,60,50,0,0,13715-01231,TELANGANA FIBER GRID CORPORAT,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,GOPARAJUPALLE,GP,213636,16861273,1,1,08-10-2022,17-11-2022,25,200,1175,0,975,65,60,50,0,25,13716-00890,Telengana fibre grid corporati,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,ERRA KUNTA THANDA,GP,278323,16737855,420,844,16-10-2022,18-11-2022,0,4318,4513,0,195,4101.7,70,120,0,26.3,13722-01991,TELANGANA FIBER GRID CORPORAT,JANGAON,424
Package-B,Warangal,Jangaon,Jangaon,SHAMEERPET,GP,213643,16610147,100,100,12-10-2022,15-11-2022,0,175,350,0,175,65,60,50,0,0,13709-01435,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Jangaon,Jangaon,PEDDA THANDA (Y),GP,278325,16793169,439,453,12-10-2022,18-11-2022,25,234,1195,0,961,98,60,50,0,26,13724-00063,TELANGANA FIBER GRID CORPORATI,JANGAON,14
Package-B,Warangal,Jangaon,Jangaon,PEDDA THANDA (M),GP,278298,16793205,375,442,14-10-2022,18-11-2022,25,759,1935,0,1176,569.5,70,90,0,29.5,13723-00156,TELANGANA FIBER FRID CORPORATI,JANGAON,67
Package-B,Warangal,Jangaon,Jangaon,YESWANTHAPUR,GP,213649,16737801,0,0,18-10-2022,15-11-2022,0,175,375,0,200,65,60,50,0,0,13719-00784,TELANGANA FIBER GRID CORPORATI,JANGAON,0
Package-B,Warangal,Mulugu,Mulugu,BARIGALAPALLY,GP,278248,16851658,0,147,23-08-2022,17-10-2022,50,1628,2953,0,1325,1249.5,140,180,0,58.5,10740-00168,TELANGANA FIBER GRID CORPORATI,MULUGU,147
Package-B,Warangal,Mulugu,Mulugu,KANNAIGUDEM,GP,213864,16851657,0,0,17-09-2022,07-11-2022,50,400,1725,0,1325,130,120,100,0,50,10712-00178,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,PANCHOTKULAPALLY,GP,278239,16843539,0,5,23-08-2022,15-10-2022,50,400,2374,0,1974,130,120,100,0,50,10747-00320,TELANGANA FIBERGRID CORPORATIO,MULUGU,5
Package-B,Warangal,Mulugu,Mulugu,RAINIGUDEM,GP,278237,16851785,0,0,14-09-2022,16-11-2022,50,400,1725,0,1325,130,120,100,0,50,10756-00246,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,PEGADAPALLY,GP,278236,16851659,5,5,22-09-2022,08-11-2022,50,400,1725,0,1325,130,120,100,0,50,10715-00160,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,ANKANNAGUDEM,GP,213855,16843532,1,1,20-09-2022,08-11-2022,50,400,2549,0,2149,130,120,100,0,50,10717-00551,TELANGANA FIBERGRID CORPORATIO,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,DEVAGIRIPATNAM,GP,213858,16851783,334,466,16-08-2022,17-10-2022,300,1750,5492,0,3742,1122,140,180,0,308,10718-01047,TELANGANA FIBER GRID CORPORATI,MULUGU,132
Package-B,Warangal,Mulugu,Mulugu,POTLAPUR,GP,213873,16851784,416,416,20-08-2022,18-10-2022,300,651,5782,0,5131,130,120,100,0,301,10741-00296,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Mulugu,MULUG,GP,213871,16720360,890,980,21-10-2022,19-11-2022,25,956,3068,0,2112,765,70,90,0,31,10701-06980,TELANGANA FIBERGRID CORPORATIO,MULUGU,90
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MUTHARAM,GP,201711,16632097,20,20,14-10-2022,14-11-2022,0,175,525,0,350,65,60,50,0,0,25608-00991,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MAHABOOBPALLI,GP,281750,16738040,0,0,15-10-2022,13-11-2022,0,175,525,0,350,65,60,50,0,0,25626-00112,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,POLARAM,GP,201714,16908971,0,0,19-10-2022,14-11-2022,25,200,1150,0,950,65,60,50,0,25,25607-00259,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,MULUGUPALLI,GP,281749,16907738,0,0,19-10-2022,22-11-2022,25,200,1150,0,950,65,60,50,0,25,25605-00539,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,YAMANPALLY,GP,201717,16700130,711,808,11-10-2022,16-11-2022,150,1141,3295,0,2154,824.5,70,90,0,156.5,25602-00427,TS FIBER GRID CORPORATION LTD,BHOOPALPALLY,97
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,NIMMAGUDEM,GP,281735,16738039,229,283,14-10-2022,18-11-2022,25,816,1349,0,533,378,360,50,0,28,25601-00294,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,54
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,YATNARAM,GP,281754,16738038,1320,1325,16-10-2022,19-11-2022,25,202,1482,0,1280,65,60,50,0,27,25639-00016,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,5
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,PEGADAPALLY,GP,201713,16926326,13,15,12-10-2022,11-11-2022,25,200,885,0,685,65,60,50,0,25,25610-00762,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,BORLAGUDEM,GP,201706,16907733,38,40,17-10-2022,16-11-2022,25,200,1262,0,1062,65,60,50,0,25,25611-00409,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,STAMBAMPALLY(PP),GP,201716,16907735,0,0,19-10-2022,22-11-2022,25,200,1150,0,950,65,60,50,0,25,25606-00150,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,SINGARAM,GP,281752,16907732,30,36,17-10-2022,15-11-2022,25,200,1157,0,957,65,60,50,0,25,25620-00121,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,6
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,NARSINGAPUR,GP,281733,16908982,12,14,13-10-2022,12-11-2022,25,200,1156,0,956,65,60,50,0,25,25624-00437,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,2
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,NANDIGAMA,GP,213315,16898453,32,39,13-10-2022,14-11-2022,25,200,1562,0,1362,65,60,50,0,25,10315-00188,Telengana fibre grid corporati,BHOOPALPALLY,7
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,PAMBAPUR,GP,213317,16912381,18,30,17-10-2022,19-11-2022,25,220,1111,0,891,84,60,50,0,26,10309-00745,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,12
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,RAMPUR,GP,213318,16963575,1,1,18-10-2022,19-11-2022,0,175,525,0,350,65,60,50,0,0,10317-00285,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mutharam_Mahadevpur,NAGARAM,GP,213314,16963574,5,10,19-10-2022,21-11-2022,0,175,525,0,350,65,60,50,0,0,10310-00892,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,5
Package-B,Warangal,Jangaon,Narmetta,MARIYAPURAM,GP,279271,16486652,1310,1388,04-10-2022,15-11-2022,0,833,1659,318,826,663,70,90,0,10,13217-00210,TELANGANA FIBER GRID CORPORATI,RAGHUNATHAPALLY,78
Package-B,Warangal,Mulugu,Venkatapur,PALAMPET,GP,214214,16543661,759,759,21-09-2022,14-11-2022,0,352,352,0,0,130,120,100,0,2,10907-00821,TELANGANA FIBER GRID CORPORATI,MULUGU,0
Package-B,Warangal,Mulugu,Venkatapur,BURGUPET,GP,214207,16543666,835,1002,18-09-2022,17-11-2022,0,1751,1751,0,0,1419.5,140,180,0,11.5,10925-00241,TELANGANA FIBERGRID CORPORATIO,MULUGU,167
Package-B,Warangal,Mulugu,Venkatapur,NARSINGAPUR,GP,278362,16587051,694,968,17-09-2022,15-11-2022,300,3108,9448,0,6340,2441,140,210,0,317,10937-00409,TELANGANA FIBER GRID CORPORATI,MULUGU,274
Package-B,Warangal,Mulugu,Venkatapur,NARSAPUR,GP,214213,16587046,580,650,19-09-2022,16-11-2022,0,716,716,0,0,490,120,100,0,6,10909-00738,TELANGANA FIBER GRID CORPORATI,MULUGU,70
Package-B,Warangal,Mulugu,Venkatapur,SINGARAGUNTAPALLY,GP,278369,16885644,265,466,20-09-2022,16-11-2022,25,2117,2904,0,787,1729.5,140,210,0,37.5,10912-00207,TELANGANA FIBERGRID CORPORATIO,MULUGU,201
Package-B,Warangal,Mulugu,Venkatapur,BUDHARAM,GP,213520,16824872,704,1172,18-10-2022,19-11-2022,0,4785,6500,0,1715,4566.6,70,120,0,28.4,10809-01108,TELANGANA FIBEER GRID CORPORAT,BHOOPALPALLY,468
Package-B,Warangal,Jangaon,Kodakandla,RAMESHWARAM,GP,279195,16745115,606,606,14-09-2022,21-11-2022,154.71,1914,8566,0,6652,1428,140,180,0,166,14039-00026,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,168
Package-B,Warangal,Jangaon,Kodakandla,MONDRAI,GP,213684,16813953,78,0,10-09-2022,18-11-2022,25,429,431,0,2,182,120,100,0,27,14007-01597,Telengana fibre grid corporati,PALAKURTHY,26
Package-B,Warangal,Jangaon,Kodakandla,MAIDAMCHERUVU THANDA,GP,279189,16863182,2,2,16-10-2022,21-11-2022,25,200,1350,0,1150,65,60,50,0,25,14040-00031,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,0
Package-B,Warangal,Jangaon,Kodakandla,GUMMULABANDA THANDA,GP,279179,16544898,773,924,20-09-2022,18-11-2022,0,1614,1849,0,235,1283.5,140,180,0,10.5,14034-00001,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,151
Package-B,Warangal,Jangaon,Kodakandla,RAMANNAGUDEM,GP,213689,16745108,304,304,10-10-2022,19-11-2022,0,175,530,0,355,65,60,50,0,0,14018-00747,TELANGANA FIBER GRID CORPORATI,PALAKURTHY,0
Package-B,Warangal,Jangaon,Kodakandla,RANGAPURAM,GP,213691,16647357,210,309,12-10-2022,19-11-2022,150,1158,2728,0,1570,841.5,70,90,0,156.5,14013-00620,TELANGANA FIBER GRID CORPORAT,PALAKURTHY,99
Package-B,Warangal,Jangaon,Kodakandla,KODAKANDLA,GP,213681,16517341,169,169,10-10-2022,20-11-2022,0,175,525,0,350,65,60,50,0,0,14001-03483,TELANGANA FIBER GRID CORPORAT,PALAKURTHY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,ENKAPALLI,GP,201539,16873686,339,452,25-10-2022,22-11-2022,25,1200,5335,0,4135,992.7,70,105,0,32.3,25430-00248,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,113
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,ELEKESHWARAM,GP,201538,16850821,230,250,25-10-2022,22-11-2022,25,276,3116,0,2840,140,60,50,0,26,25406-00275,Telengana fibre grid corporati,BHOOPALPALLY,20
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,BOMMAPURA,GP,201535,16850819,297,339,19-10-2022,19-11-2022,25,432,4315,0,3883,294,60,50,0,28,25403-00730,Telengana fibre grid corporati,BHOOPALPALLY,42
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,EDAPALLY,GP,280882,16940685,109,139,25-10-2022,20-11-2022,25,347,1757,0,1410,210,60,50,0,27,25410-00216,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,30
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,KHUDURUPALLI,GP,201541,16940690,180,215,26-10-2022,20-11-2022,25,382,2423,0,2041,245,60,50,0,27,25418-00252,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,35
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,METPALLI,GP,201545,16940683,25,25,23-10-2022,21-11-2022,25,200,862,0,662,65,60,50,0,25,25413-00254,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,0
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,KALESHWARAM,GP,201540,16940682,0,80,22-10-2022,22-11-2022,25,870,1420,0,550,680,70,90,0,30,25416-01533,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,80
Package-B,Warangal,Jayashankar Bhupalapalli,Mahadevpoor,PALGULA,GP,201548,16940681,65,90,23-10-2022,22-11-2022,25,312,1127,0,815,175,60,50,0,27,25426-00072,TELANGANA FIBERGRID CORPORATIO,BHOOPALPALLY,25
Package-B,Warangal,Jangaon,Zaffergadh,GOPALAPOOR,GP,279029,16745170,655,734,04-10-2022,18-11-2022,150,989,9021,147,8032,671.5,70,90,0,157.5,14124-00178,TELANGANA FIBER GRID CORPORAT,PALAKURTHY,79
Package-B,Warangal,Jangaon,Zaffergadh,SHAPALLE,GP,214251,16738267,473,586,13-09-2022,18-11-2022,150,1438,1438,0,0,960.5,140,180,0,157.5,12916-00305,TELANGANA FIBER GRID CORPORAT,GHANPUR,113
Package-B,Warangal,Jangaon,Zaffergadh,LAXMINAIK THANDA,GP,279172,16738457,459,500,16-10-2022,17-11-2022,0,412,749,795,337,287,60,50,0,15,12929-00053,TELANGANA FIBER GRID CORPORATI,GHANPUR,41
Package-B,Warangal,Jangaon,Zaffergadh,RAGIDITHANDA,GP,214249,16755462,765,942,12-09-2022,17-11-2022,0,1882,1882,1515,0,1504.5,140,180,0,57.5,12902-00913,TELANGANA FIBER GRID CORPORAT,GHANPUR,177
Package-B,Warangal,Jangaon,Zaffergadh,ALVAR BANDA THANDA (SHANKAR THANDA),GP,279175,16738459,763,769,17-09-2022,16-11-2022,0,377,377,846,0,130,120,100,0,27,12923-00090,TELANGANA FIBER GRID CORPORATI,GHANPUR,6
Package-B,Warangal,Jangaon,Zaffergadh,KUNOOR,GP,214246,16738269,1039,1134,17-10-2022,20-11-2022,0,977,1668,148,691,807.5,70,90,0,9.5,12904-01715,TELANGANA FIBER GRID CORPORAT,GHANPUR,95
Package-B,Warangal,Jayashankar Bhupalapalli,Kataram,Maddulapally,GP,280841,16542939,59,59,22-10-2022,14-11-2022,0,175,556,0,381,65,60,50,0,0,25554-00005,TELANGANA FIBER GRID CORPORATI,BHOOPALPALLY,0
Package-B,Warangal,Mulugu,Tadvai,KAMARAM P.T,GP,278353,16771919,540,599,12-09-2022,18-11-2022,0,643,944,168,301,413,120,100,0,10,11212-00342,TELANGANA FIBERGRID CORPORATIO,MULUGU,59
Package-B,Warangal,Mulugu,Tadvai,TADVAI,GP,214184,16771917,1190,1190,12-10-2022,18-11-2022,0,176,176,0,0,65,60,50,0,1,11201-00991,TELANGANA FIBERGRID CORPORATIO,MULUGU,0
Package-B,Khammam,Mahabubabad,Peddavangara,RAMACHANDRU THANDA,GP,279343,16489556,939,55,04-10-2022,08-11-2022,0,1733,1885,1580,152,1523.2,70,105,0,34.8,14017-00267,TELANGANA FIBER GRID CORPORATI,THORRUR,168
Package-B,Khammam,Mahabubabad,Peddavangara,REDDYKUNTA THANDA,GP,279333,16489534,891,8,06-10-2022,10-11-2022,150,1147,1923,370,776,824.5,70,90,0,162.5,14033-00001,TELANGANA FIBER GRID CORPORATI,THORRUR,97
Package-B,Khammam,Mahabubabad,Thorrur,BOJYA THANDA,GP,279375,16587572,516,10,02-10-2022,11-11-2022,150,935,1870,0,935,620.5,70,90,0,154.5,14527-00031,TELANGANA FIBERGRID CORPORATIO,THORRUR,73
Package-B,Khammam,Mahabubabad,Thorrur,KOMMANAPALLY THANDA,GP,279361,16538871,1010,10,07-10-2022,10-11-2022,150,3285,5873,696,2588,2913.2,70,120,0,181.8,14510-00229,TELANGANA FIBER GRID CORPORATI,THORRUR,308
Package-B,Khammam,Mahabubabad,Dornakal,DUBBA THANDA,GP,278073,16839862,49,69,18-10-2022,19-11-2022,25,276,1097,0,821,140,60,50,0,26,14834-00030,TELANGANA FIBERGRID CORPORATIO,KORIVI,20
Package-B,Khammam,Mahabubabad,Dornakal,PERUMANDLASANKEESA,GP,213448,16895941,89,99,09-10-2022,19-11-2022,25,206,1460,0,1254,70,60,50,0,26,14805-01310,TELANGANA FIBER GRID T FIBER,KORIVI,10
Package-B,Khammam,Mahabubabad,Dornakal,MODUGADDA THANDA,GP,278070,16891635,155,200,15-10-2022,19-11-2022,25,453,2380,0,1927,315,60,50,0,28,14824-00362,Telengana fibre grid corporati,KORIVI,45
Package-B,Khammam,Mahabubabad,Kuravi,CHANDYA THANDA,GP,278247,16809183,580,699,18-10-2022,19-11-2022,150,1365,4832,0,3467,1032.5,70,105,0,157.5,14717-00792,TELANGANA FIBER GRID CORPORATI,KORIVI,119
Package-B,Khammam,Mahabubabad,Kuravi,THATTUPALLE,GP,213731,16809333,439,589,16-10-2022,17-11-2022,25,1549,4096,0,2547,1339.4,70,105,0,34.6,14717-00791,TELANGANA FIBER GRID CORPORATI,KORIVI,150
Package-B,Khammam,Mahabubabad,Kuravi,CHEEMLA THANDA,GP,278233,16809307,166,243,19-10-2022,19-11-2022,25,844,2419,0,1575,654.5,70,90,0,29.5,14738-00003,TELANGANA FIBER GRID CORPORATI,KORIVI,77
Package-B,Khammam,Mahabubabad,Kuravi,ELUKACHETLA THANDA,GP,278230,16809191,289,329,19-10-2022,17-11-2022,25,418,2009,0,1591,280,60,50,0,28,14729-00033,TELANGANA FIBER GRID CORPORATI,KORIVI,40
Package-B,Khammam,Mahabubabad,Kuravi,LINGYA THANDA(K),GP,278215,16809283,263,299,19-10-2022,20-11-2022,25,389,1558,0,1169,252,60,50,0,27,14747-00003,TELANGANA FIBER GRID CORPORATI,KORIVI,36
Package-B,Khammam,Mahabubabad,Kuravi,MODUGULA GUDEM,GP,213721,16926422,99,120,19-10-2022,17-11-2022,0,258,725,0,467,147,60,50,0,1,14703-01444,TELANGANA FIBER GRID CORPORATI,KORIVI,21
Package-B,Khammam,Mahabubabad,Kuravi,JUJUR THANDA,GP,278223,16926424,85,89,17-10-2022,05-11-2022,0,175,375,0,200,65,60,50,0,0,14743-00008,TELANGANA FIBER GRID CORPORATI,KORIVI,4
Package-B,Khammam,Mahabubabad,Kuravi,THALLASANKEESA,GP,213730,16926420,99,105,19-10-2022,11-11-2022,0,175,444,0,269,65,60,50,0,0,14708-01433,TELANGANA FIBER GRID CORPORATI,KORIVI,6
Package-B,Khammam,Mahabubabad,Kuravi,KOTHUR C,GP,213718,16863974,10,10,12-10-2022,07-11-2022,25,200,400,0,200,65,60,50,0,25,14746-00035,TELANGANA FIBER GRID CORPORATI,KORIVI,0
Package-B,Khammam,Mahabubabad,Kuravi,JAGYA THANDA,GP,278226,16511351,263,269,19-10-2022,18-11-2022,0,176,590,0,414,65,60,50,0,1,14742-00006,TELANGANA FIBER GRID CORPORATI,KORIVI,6
