Package,Zone,Dist,Mandal,GPName,zonemandalgp,LGDCode,USCNo,SerialNo,BillDate,DueDate,BillAmount,ACDAmount,Amount,act
Package-B,Nalgonda,Suryapet,Nereducherla,PULGAMBANDA THANDA,GP,281617,113157713,4315600158,08-11-2022,22-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Nereducherla,CHILLEPALLY,GP,207895,113157709,4313600669,12-11-2022,26-11-2022,1773,906,1773,867
Package-B,Nalgonda,Suryapet,Kodad,DORAKUNTA,GP,207589,113525475,4253401974,04-11-2022,18-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,NALLABANDAGUDEM,GP,207604,113525460,4252201917,07-11-2022,21-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,REDLAKUNTA,GP,207606,113525529,4253601257,04-11-2022,18-11-2022,836,0,836,836
Package-B,Nalgonda,Suryapet,Kodad,KAPAGALU,GP,207595,113525335,4251002689,10-11-2022,24-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,GUDIBANDA,GP,207594,113525520,4253502045,10-11-2022,24-11-2022,1336,0,1336,1336
Package-B,Nalgonda,Suryapet,Kodad,ALWALAPURAM,GP,280970,113266266,4250603386,05-11-2022,19-11-2022,399,0,399,399
Package-B,Nalgonda,Suryapet,Kodad,CHIMIRYALA,GP,207588,113525259,4250302105,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,KUCHIPUDI,GP,207600,113525454,4251501598,03-11-2022,17-11-2022,830,645,830,185
Package-B,Nalgonda,Suryapet,Kodad,ERRARAM,GP,207590,113525440,4251300910,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,BHEEKYATHANDA,GP,207586,113525465,4252700556,04-11-2022,18-11-2022,421,0,421,421
Package-B,Nalgonda,Suryapet,Kodad,ADLURU(K),GP,281974,113525530,4253900224,05-11-2022,19-11-2022,1091,0,1091,1091
Package-B,Nalgonda,Suryapet,Kodad,THOGARRAI,GP,207609,113525341,4251201698,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Kodad,GANAPAVARAM,GP,207591,113525451,4251402355,11-11-2022,25-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Nagaram,NAGARAM BANGLOW,GP,281591,112932818,4251300312,06-11-2022,20-11-2022,802,0,802,802
Package-B,Nalgonda,Suryapet,Nagaram,NAGARAM,GP,207527,112932812,4240901328,03-11-2022,17-11-2022,1351,752,1351,599
Package-B,Nalgonda,Suryapet,Nagaram,ETOOR,GP,208130,113014817,4230801648,05-11-2022,19-11-2022,956,770,956,186
Package-B,Nalgonda,Suryapet,Nagaram,MACHIREDDY PALLY,GP,207526,113014835,4242100516,05-11-2022,19-11-2022,731,548,731,183
Package-B,Nalgonda,Suryapet,Nagaram,PANIGIRI,GP,208137,113014824,4231101909,03-11-2022,17-11-2022,1182,992,1182,190
Package-B,Nalgonda,Suryapet,Nagaram,MAMIDIPALLY,GP,208135,113014823,4231000489,03-11-2022,17-11-2022,1331,530,1331,801
Package-B,Nalgonda,Suryapet,Nagaram,PASTHALA,GP,208174,113014813,4220200861,07-11-2022,21-11-2022,1213,582,1213,631
Package-B,Nalgonda,Suryapet,Nagaram,Laxmapuram,GP,281598,113014814,4220800372,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Nagaram,PASNOOR,GP,208173,113014816,4222200987,05-11-2022,19-11-2022,492,98,492,394
Package-B,Nalgonda,Suryapet,Nagaram,Shanthinager,GP,281599,113014840,4251200196,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Nagaram,D.KOTHAPALLY,GP,207519,113014833,4241000836,09-11-2022,23-11-2022,862,428,862,434
Package-B,Nalgonda,Suryapet,Nagaram,VARDHAMANUKOTA,GP,207530,113014832,4240102691,06-11-2022,20-11-2022,813,394,813,419
Package-B,Nalgonda,Suryapet,Nagaram,NARSIMHULAGUDEM,GP,281592,113014836,4242500138,03-11-2022,17-11-2022,623,394,623,229
Package-B,Nalgonda,Suryapet,Nagaram,PERABOINAGUDEM,GP,281595,113014837,4242600113,03-11-2022,17-11-2022,636,98,636,538
Package-B,Nalgonda,Suryapet,Penpahad,PENPAHAD,GP,208006,112941828,4181801484,10-11-2022,24-11-2022,3155,2936,3155,219
Package-B,Nalgonda,Suryapet,Penpahad,POTLA PAHAD,GP,208007,112941815,4180601123,03-11-2022,17-11-2022,771,582,771,189
Package-B,Nalgonda,Suryapet,Penpahad,ANNARAM BRIDGE,GP,281640,113221246,4181001452,06-11-2022,20-11-2022,1271,530,1271,741
Package-B,Nalgonda,Suryapet,Penpahad,N.ANNARAM,GP,208004,113139006,4181001450,04-11-2022,18-11-2022,1300,668,1300,632
Package-B,Nalgonda,Suryapet,Penpahad,NARAYANA GUDEM,GP,208005,113139012,4181900511,03-11-2022,17-11-2022,1245,462,1245,783
Package-B,Nalgonda,Suryapet,Penpahad,NAGULAPAHAD,GP,281641,113374181,4180800411,03-11-2022,17-11-2022,1288,428,1288,860
Package-B,Nalgonda,Suryapet,Penpahad,DOSA PAHAD,GP,207998,113374132,4180400884,05-11-2022,19-11-2022,588,0,588,588
Package-B,Nalgonda,Suryapet,Penpahad,ANAJIPURAM,GP,207992,113374130,4180301211,05-11-2022,19-11-2022,1351,684,1351,667
Package-B,Nalgonda,Suryapet,Penpahad,THALLA KAMMAM PAHAD,GP,208102,113360185,4161501318,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Penpahad,ANANTHARAM,GP,207993,113285548,4180501768,06-11-2022,20-11-2022,1107,444,1107,663
Package-B,Nalgonda,Suryapet,Penpahad,SINGIREDDY PALEM,GP,208008,113374320,4181500921,03-11-2022,17-11-2022,1409,598,1409,811
Package-B,Nalgonda,Suryapet,Penpahad,EEDULAVAGUTHANDA,GP,281582,112935253,4270301524,06-11-2022,20-11-2022,904,718,904,186
Package-B,Nalgonda,Suryapet,Penpahad,G.MALLKA POOR,GP,207999,113139009,4181301310,04-11-2022,18-11-2022,828,0,828,828
Package-B,Nalgonda,Suryapet,Penpahad,NELAMARRY,GP,207763,113189500,4270301537,04-11-2022,18-11-2022,1298,548,1298,750
Package-B,Nalgonda,Suryapet,Penpahad,CHEEDELLA,GP,207995,113139011,4181401742,05-11-2022,19-11-2022,571,0,571,571
Package-B,Nalgonda,Suryapet,Penpahad,MUKUNDA POOR,GP,208003,113191819,4181600789,03-11-2022,17-11-2022,793,0,793,793
Package-B,Nalgonda,Suryapet,Penpahad,CHINASEETARAM THANDA,GP,281636,113191818,4181600788,05-11-2022,19-11-2022,5008,4110,5008,898
Package-B,Nalgonda,Suryapet,Penpahad,CHINAGRAKUNTA THANDA,GP,281634,113139010,4181301311,06-11-2022,20-11-2022,1799,1600,1799,199
Package-B,Nalgonda,Suryapet,Penpahad,JALAMAL KUNTA THANDA,GP,281632,113023097,4181201237,07-11-2022,21-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Penpahad,NEW BANJARA HILLS THANDA,GP,281633,112941823,4181201226,07-11-2022,21-11-2022,2505,1232,2505,1273
Package-B,Nalgonda,Suryapet,Penpahad,DOOPHAD,GP,207997,112980349,4181201236,05-11-2022,19-11-2022,2258,1146,2258,1112
Package-B,Nalgonda,Suryapet,Penpahad,LINGALA,GP,208000,113139008,4181101314,09-11-2022,23-11-2022,308,0,308,308
Package-B,Nalgonda,Suryapet,Penpahad,MACHARAM,GP,208001,112941816,4180900845,03-11-2022,17-11-2022,1991,1112,1991,879
Package-B,Nalgonda,Suryapet,Penpahad,DUBBA THNADA,GP,281637,112941830,4182300100,05-11-2022,19-11-2022,991,804,991,187
Package-B,Nalgonda,Suryapet,Penpahad,MOHAMMAD PURAM,GP,208002,113139005,4180700736,04-11-2022,18-11-2022,893,702,893,191
Package-B,Nalgonda,Suryapet,Penpahad,MEGYA THANDA,GP,281630,112941811,4180200795,05-11-2022,19-11-2022,1872,1130,1872,742
Package-B,Nalgonda,Suryapet,Penpahad,DHARMA PURAM,GP,207996,113139002,4180200803,04-11-2022,18-11-2022,713,530,713,183
Package-B,Nalgonda,Suryapet,Penpahad,RANGAIAH GUDEM,GP,281639,113139013,4182200139,04-11-2022,18-11-2022,626,444,626,182
Package-B,Nalgonda,Suryapet,Penpahad,BHAKTHALA PURAM,GP,207994,112941810,4180100818,04-11-2022,18-11-2022,708,0,708,708
Package-B,Nalgonda,Suryapet,Penpahad,MORSAKUNTA THANDA,GP,281635,113285902,4182400058,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Penpahad,GUDEPUKUNTA THANDA,GP,281631,113374182,4180900889,05-11-2022,19-11-2022,1239,616,1239,623
Package-B,Nalgonda,Nalgonda,Adavidevulapally,KOTHA NANDIKONDA,GP,258045,113520807,4351800287,04-11-2022,18-11-2022,1100,496,1100,604
Package-B,Nalgonda,Nalgonda,Adavidevulapally,BALNEPALLY,GP,207392,113520801,4351000551,04-11-2022,18-11-2022,1089,0,1089,1089
Package-B,Nalgonda,Nalgonda,Adavidevulapally,CHITYALA,GP,207395,113520802,4351100255,05-11-2022,19-11-2022,734,0,734,734
Package-B,Nalgonda,Nalgonda,Adavidevulapally,MUKLACHERLA,GP,207405,113583895,4350700757,03-11-2022,17-11-2022,2087,112,2087,1975
Package-B,Nalgonda,Nalgonda,Adavidevulapally,JUVVICHETTUTHANDA,GP,281588,113573289,4385100183,12-11-2022,26-11-2022,1609,0,1609,1609
Package-B,Nalgonda,Nalgonda,Adavidevulapally,NETHAPUR,GP,207929,113807429,4374000702,03-11-2022,17-11-2022,702,0,702,702
Package-B,Nalgonda,Nalgonda,Adavidevulapally,SETHALTHANDA,GP,281614,113769148,4374900104,12-11-2022,26-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Adavidevulapally,DANSINGHTHANDA,GP,281612,113769149,4375000095,10-11-2022,24-11-2022,209,0,209,209
Package-B,Nalgonda,Nalgonda,Chandampet,ACHAMPET PATTI,GP,279274,113467308,4470100801,09-11-2022,23-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,POLYANAIK THANDA,GP,279280,113467303,4470400770,06-11-2022,20-11-2022,407,0,407,407
Package-B,Nalgonda,Nalgonda,Chandampet,YARRARAM,GP,207489,113467558,4490700397,16-11-2022,30-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,TELUGUPALLY,GP,207434,113467024,4421600436,12-11-2022,26-11-2022,785,0,785,785
Package-B,Nalgonda,Nalgonda,Chandampet,GUNTIPALLY,GP,281652,113467307,4471700229,04-11-2022,18-11-2022,1504,444,1504,1060
Package-B,Nalgonda,Nalgonda,Chandampet,GANNERLAPALLY,GP,279291,113467305,4471201196,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,HANKYA THANDA,GP,279282,113467301,4470300815,11-11-2022,25-11-2022,1216,0,1216,1216
Package-B,Nalgonda,Nalgonda,Chandampet,MURPUNUTALA,GP,207271,113564475,4470300819,06-11-2022,20-11-2022,1063,0,1063,1063
Package-B,Nalgonda,Nalgonda,Chandampet,KORUTLA,GP,279284,113674252,4470300836,16-11-2022,30-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,CHANDAMPET,GP,207263,113564423,4470100808,04-11-2022,18-11-2022,1151,394,1151,757
Package-B,Nalgonda,Nalgonda,Chandampet,PEDDAMULA,GP,207273,113767805,4470201143,09-11-2022,23-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,BOLLARAM PATTI,GP,279296,113674256,4471100092,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Chandampet,OLD THELDEVARPALLY,GP,279298,113717271,4470800952,07-11-2022,21-11-2022,251,0,251,251
Package-B,Nalgonda,Nalgonda,Chandampet,MOTYA THANDA,GP,279297,113767877,4470800972,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Narketpally,CH.NARAYANPUR,GP,207879,113004021,4052500239,14-11-2022,28-11-2022,816,632,816,184
Package-B,Nalgonda,Nalgonda,Narketpally,NARKETPALLY,GP,207885,113003965,4050105790,14-11-2022,28-11-2022,2087,0,2087,2087
Package-B,Nalgonda,Nalgonda,Narketpally,A.P.LINGOTAM,GP,207873,113417778,4050200983,06-11-2022,20-11-2022,793,0,793,793
Package-B,Nalgonda,Nalgonda,Narketpally,CHERUVUGATTU,GP,207880,113417783,4050801497,05-11-2022,19-11-2022,6183,822,6183,5361
Package-B,Nalgonda,Nalgonda,Narketpally,YELLAREDDYGUDEM,GP,207890,113417781,4050401827,10-11-2022,24-11-2022,811,0,811,811
Package-B,Nalgonda,Nalgonda,Narketpally,DASARIGUDEM,GP,280753,113417808,4050401830,14-11-2022,28-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Narketpally,SHERIBAVIGUDEM,GP,280756,113417815,4052700227,05-11-2022,19-11-2022,272,0,272,272
Package-B,Nalgonda,Nalgonda,Narketpally,KONDAPAKAGUDEM,GP,280733,113417816,4052800460,07-11-2022,21-11-2022,858,410,858,448
Package-B,Nalgonda,Nalgonda,Narketpally,B.VELLAMLA,GP,207877,113734200,4050701424,07-11-2022,21-11-2022,1847,0,1847,1847
Package-B,Nalgonda,Nalgonda,Narketpally,YENUGULADORI,GP,280737,113227856,4051500312,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Narketpally,MANDRA,GP,207883,113175542,4051200962,09-11-2022,23-11-2022,579,0,579,579
Package-B,Nalgonda,Nalgonda,Narketpally,CHINA THUMMALAGUDA,GP,234561,113175544,4051600615,09-11-2022,23-11-2022,1224,0,1224,1224
Package-B,Nalgonda,Nalgonda,Narketpally,CHIPPALAPALLY,GP,280738,113792395,4051301721,11-11-2022,25-11-2022,1250,0,1250,1250
Package-B,Nalgonda,Nalgonda,Narketpally,AKKENAPALLY,GP,207874,113792393,4051000306,04-11-2022,18-11-2022,637,0,637,637
Package-B,Nalgonda,Nalgonda,Narketpally,NAKKALAPALLY,GP,207884,113792394,4051100804,13-11-2022,27-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Narketpally,SHAPALLY,GP,207888,113175549,4052300674,11-11-2022,25-11-2022,1465,856,1465,609
Package-B,Nalgonda,Nalgonda,Narketpally,THONDALAVAI,GP,207889,113175543,4051401394,08-11-2022,22-11-2022,1896,1044,1896,852
Package-B,Nalgonda,Nalgonda,Narketpally,JUVIGUDEM,GP,280751,113175552,4053101084,04-11-2022,18-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Narketpally,THIRMALAGIRI,GP,280744,113175541,4050900290,06-11-2022,20-11-2022,1597,0,1597,1597
Package-B,Nalgonda,Nalgonda,Narketpally,NEMMANI,GP,207886,113024891,4050601112,04-11-2022,18-11-2022,2818,1130,2818,1688
Package-B,Nalgonda,Nalgonda,Narketpally,POTHINENIPALLY,GP,280740,113024893,4052600301,02-11-2022,16-11-2022,1969,462,1969,1507
Package-B,Nalgonda,Nalgonda,Narketpally,M.YADAVALLY,GP,207882,113024892,4051801058,08-11-2022,22-11-2022,1647,530,1647,1117
Package-B,Nalgonda,Nalgonda,Neredugommu,Neredugommu,GP,207272,113052582,4471501797,05-11-2022,19-11-2022,1248,0,1248,1248
Package-B,Nalgonda,Nalgonda,Neredugommu,Pandiri Gundu Thanda,GP,280795,113467306,4471501889,07-11-2022,21-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Pervala,GP,207973,113467431,4481400940,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Dharmarekya Thanda,GP,280799,113467435,4482300195,08-11-2022,22-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Kothapally,GP,207269,113052580,4471400726,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Gurrapu Thanda,GP,280801,113075145,4481400863,08-11-2022,22-11-2022,1932,0,1932,1932
Package-B,Nalgonda,Nalgonda,Neredugommu,Kethepally,GP,280797,113052584,4471600316,09-11-2022,23-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Charla Thanda,GP,280792,113009176,4471501794,10-11-2022,24-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,GAGILLAPURAM,GP,207266,113564426,4470700799,16-11-2022,30-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Neredugommu,Padamati Thanda,GP,280793,113052581,4471501796,08-11-2022,22-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Chilkur,POLENIGUDEM,GP,207306,113370978,4280900648,06-11-2022,20-11-2022,783,0,783,783
Package-B,Nalgonda,Suryapet,Chilkur,MUKUNDAPURAM,GP,207759,113426593,4270801320,04-11-2022,18-11-2022,614,0,614,614
Package-B,Nalgonda,Suryapet,Chilkur,MADHAVAGUDEM,GP,280875,113521144,4281300238,09-11-2022,23-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Chilkur,KONDAPURAM,GP,207304,113370982,4281001231,08-11-2022,22-11-2022,845,0,845,845
Package-B,Nalgonda,Suryapet,Chilkur,RAMCHENDRANAGAR,GP,280873,113371002,4281400304,08-11-2022,22-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Chilkur,KODANDARAMPURAM,GP,281586,113426595,4270900469,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Chilkur,CHILKUR,GP,207301,113077001,4280105758,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Chilkur,BETHAVOLU,GP,207299,113226856,4280703428,04-11-2022,18-11-2022,1167,958,1167,209
Package-B,Nalgonda,Suryapet,Chilkur,KOMMUBANDA THANDA,GP,280874,113370976,4280801653,07-11-2022,21-11-2022,1325,478,1325,847
Package-B,Nalgonda,Suryapet,Chilkur,JERRIPOTULA GUDEM,GP,207302,113370975,4280801652,04-11-2022,18-11-2022,244,0,244,244
Package-B,Nalgonda,Suryapet,Chilkur,CHENNARIGUDEM,GP,207300,113370988,4281200594,05-11-2022,19-11-2022,648,0,648,648
Package-B,Nalgonda,Suryapet,Chilkur,ACHARLAGUDEM,GP,207297,113370987,4281100699,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,THANEDHARPALLY,GP,207507,113182763,4442900719,04-11-2022,18-11-2022,914,444,914,470
Package-B,Nalgonda,Nalgonda,Gurrampode,Gasiram Thanda,GP,280680,113330577,4440300539,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,Tenepalli Thanda,GP,280662,113330583,4441600688,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,YELAMONIGUDEM,GP,280673,113485203,4443000100,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,MULKALAPALLI,GP,280658,113182759,4442300200,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,POCHAMPALLY,GP,207504,113528855,4440400703,05-11-2022,19-11-2022,1819,1620,1819,199
Package-B,Nalgonda,Nalgonda,Gurrampode,VATTICODE,GP,207508,113528854,4440201064,07-11-2022,21-11-2022,280,0,280,280
Package-B,Nalgonda,Nalgonda,Gurrampode,PITTALAGUDEM,GP,258047,113528869,4441900619,05-11-2022,19-11-2022,843,98,843,745
Package-B,Nalgonda,Nalgonda,Gurrampode,CHAMLONI BAVI,GP,280711,113485179,4440201057,06-11-2022,20-11-2022,591,126,591,465
Package-B,Nalgonda,Nalgonda,Gurrampode,AMLOOR,GP,258046,113255979,4442800356,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,LAXMIDEVI GUDEM,GP,280722,113528861,4441803319,03-11-2022,17-11-2022,1414,0,1414,1414
Package-B,Nalgonda,Nalgonda,Gurrampode,KOPPOLE,GP,207497,113255967,4441803194,08-11-2022,22-11-2022,1935,0,1935,1935
Package-B,Nalgonda,Nalgonda,Gurrampode,BUDDAREDDYGUDEM,GP,280717,113485191,4441803271,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,CHEPUR,GP,207492,113330591,4442101680,14-11-2022,28-11-2022,329,0,329,329
Package-B,Nalgonda,Nalgonda,Gurrampode,TERATIGUDEM,GP,280701,113330590,4442101679,09-11-2022,23-11-2022,1251,1060,1251,191
Package-B,Nalgonda,Nalgonda,Gurrampode,PALLEPAHAD,GP,207502,113330582,4441500206,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,JINNAICHINTHA,GP,280690,113182744,4440700344,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,KACHARAM,GP,280685,113182742,4440500302,05-11-2022,19-11-2022,365,126,365,239
Package-B,Nalgonda,Nalgonda,Gurrampode,JUNUTTHALA,GP,207495,113182741,4440300532,04-11-2022,18-11-2022,1168,428,1168,740
Package-B,Nalgonda,Nalgonda,Gurrampode,MYLAPURAM,GP,280677,113182750,4441200264,05-11-2022,19-11-2022,175,0,175,175
Package-B,Nalgonda,Nalgonda,Gurrampode,PALWAI,GP,207503,113182761,4442501221,06-11-2022,20-11-2022,776,0,776,776
Package-B,Nalgonda,Nalgonda,Gurrampode,MONDIKANI GUDEM,GP,280667,113182760,4442501220,03-11-2022,17-11-2022,571,0,571,571
Package-B,Nalgonda,Nalgonda,Gurrampode,KALWAPALLY,GP,207496,113182758,4442200404,04-11-2022,18-11-2022,1184,444,1184,740
Package-B,Nalgonda,Nalgonda,Gurrampode,CHINTHAGUDEM,GP,207493,113182751,4441300287,06-11-2022,20-11-2022,835,650,835,185
Package-B,Nalgonda,Nalgonda,Gurrampode,PASHAMVARIGUDEM,GP,280656,113182743,4440600206,04-11-2022,18-11-2022,1129,940,1129,189
Package-B,Nalgonda,Nalgonda,Gurrampode,MAKKAPALLY,GP,207498,113229698,4441700501,03-11-2022,17-11-2022,965,564,965,401
Package-B,Nalgonda,Nalgonda,Gurrampode,SULTHANPUR,GP,207505,113182752,4441400455,08-11-2022,22-11-2022,1145,0,1145,1145
Package-B,Nalgonda,Nalgonda,Gurrampode,VENKATAPURAM(S),GP,280669,113182753,4441400456,04-11-2022,18-11-2022,731,548,731,183
Package-B,Nalgonda,Nalgonda,Gurrampode,GURRAMPODE,GP,207494,113146916,4440101643,03-11-2022,17-11-2022,766,582,766,184
Package-B,Nalgonda,Suryapet,Mellachervu,MELLACHERVU,GP,207673,113262909,4260106517,07-11-2022,21-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Mellachervu,KANDIBANDA,GP,207671,113768767,4261402082,11-11-2022,25-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Mellachervu,MANGALA KUNTA THANDA,GP,280996,113768778,4263100172,13-11-2022,27-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Palakeedu,PALAKEEDU,GP,207910,112993554,4310201828,03-11-2022,17-11-2022,1586,958,1586,628
Package-B,Nalgonda,Suryapet,Palakeedu,BOTHALA PALEM,GP,207894,112993572,4313101199,03-11-2022,17-11-2022,869,684,869,185
Package-B,Nalgonda,Suryapet,Palakeedu,NAGIREDDY GUDEM,GP,207908,112993555,4311300439,15-11-2022,29-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Palakeedu,ALINGA PURAM,GP,207891,112993578,4313200756,12-11-2022,26-11-2022,793,478,793,315
Package-B,Nalgonda,Suryapet,Palakeedu,GUNDLAPAHAD,GP,207900,112993580,4313500586,06-11-2022,20-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Palakeedu,DEVULA THANDA,GP,281625,113157833,4315200100,08-11-2022,22-11-2022,520,0,520,520
Package-B,Nalgonda,Suryapet,Palakeedu,JANPAHAD,GP,207901,113230175,4313001525,03-11-2022,17-11-2022,1206,668,1206,538
Package-B,Nalgonda,Suryapet,Palakeedu,CHERUVU THANDA,GP,281627,113381159,4314100305,04-11-2022,18-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Palakeedu,KOMATI KUNTA,GP,207904,113259348,4313300466,05-11-2022,19-11-2022,1430,838,1430,592
Package-B,Nalgonda,Suryapet,Palakeedu,HANUMAIAHGUDEM,GP,281629,113230182,4315000229,06-11-2022,20-11-2022,1150,410,1150,740
Package-B,Nalgonda,Suryapet,Palakeedu,BETTE THANDA,GP,207892,113439061,4314000763,07-11-2022,21-11-2022,385,0,385,385
Package-B,Nalgonda,Suryapet,Palakeedu,SAJJAPURAM,GP,207914,113157822,4312900806,04-11-2022,18-11-2022,776,0,776,776
Package-B,Nalgonda,Suryapet,Palakeedu,GUDUGUNTLA PALEM,GP,207899,113157817,4311101193,12-11-2022,26-11-2022,892,548,892,344
Package-B,Nalgonda,Suryapet,Palakeedu,YELLAPURAM,GP,207917,113036560,4310400748,12-11-2022,26-11-2022,1749,992,1749,757
Package-B,Nalgonda,Suryapet,Palakeedu,MUSIVODDU SINGARAM,GP,207907,113157819,4311200550,12-11-2022,26-11-2022,584,112,584,472
Package-B,Nalgonda,Suryapet,Palakeedu,RAGHAVAPURAM,GP,281624,113157832,4314400300,05-11-2022,19-11-2022,716,0,716,716
Package-B,Nalgonda,Suryapet,Palakeedu,MEGADAMPAHAD THANDA,GP,281622,113230183,4315400322,05-11-2022,19-11-2022,249,0,249,249
Package-B,Nalgonda,Suryapet,Palakeedu,GUNDEBOINAGUDEM,GP,281623,113230161,4311000732,07-11-2022,21-11-2022,1127,548,1127,579
Package-B,Nalgonda,Suryapet,Palakeedu,JANAPAHAD DARGA,GP,281626,113230171,4313001521,05-11-2022,19-11-2022,195,0,195,195
Package-B,Nalgonda,Suryapet,Palakeedu,MAHANKALIGUDEM,GP,281628,113230164,4311600214,03-11-2022,17-11-2022,175,0,175,175
Package-B,Nalgonda,Suryapet,Palakeedu,RAVIPAHAD,GP,207913,113230168,4312000548,06-11-2022,20-11-2022,181,0,181,181
Package-B,Nalgonda,Suryapet,Palakeedu,SUNYAPAHAD,GP,207916,113230166,4311900571,04-11-2022,18-11-2022,486,0,486,486
Package-B,Nalgonda,Nalgonda,Anumula Haliya,THIMMAPUR,GP,207129,113153545,4381400436,07-11-2022,21-11-2022,1723,958,1723,765
Package-B,Nalgonda,Nalgonda,Anumula Haliya,YACHARAM,GP,207131,113153532,4380300835,07-11-2022,21-11-2022,1577,0,1577,1577
Package-B,Nalgonda,Nalgonda,Anumula Haliya,ANNARAM,GP,207109,113153543,4380800413,04-11-2022,18-11-2022,1609,736,1609,873
Package-B,Nalgonda,Nalgonda,Anumula Haliya,MUKKAMULA,GP,280741,113153542,4380700267,04-11-2022,18-11-2022,265,0,265,265
Package-B,Nalgonda,Nalgonda,Anumula Haliya,MAREPALLY,GP,207119,113153547,4382400910,04-11-2022,18-11-2022,1110,582,1110,528
Package-B,Nalgonda,Nalgonda,Anumula Haliya,PULIMAMEDI,GP,207123,113153544,4381300597,04-11-2022,18-11-2022,2123,98,2123,2025
Package-B,Nalgonda,Nalgonda,Anumula Haliya,SRINATHPUR,GP,207127,113153549,4383100416,10-11-2022,24-11-2022,1186,0,1186,1186
Package-B,Nalgonda,Nalgonda,Anumula Haliya,CHINTHAGUDEM,GP,281193,113260147,4382700488,05-11-2022,19-11-2022,870,0,870,870
Package-B,Nalgonda,Nalgonda,Anumula Haliya,RAMADUGU,GP,207125,113260135,4380600749,12-11-2022,26-11-2022,998,478,998,520
